UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	50
0	44
0	16
0	43
0	55
0	46
0	11
0	17
0	47
0	37
0	0
0	1
0	1
0	0
0	0
3	9
0	9
0	0
0	429
0	429
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
4	2
0	0
0	0
0	1
0	0
0	0
0	0
0	1
2	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
14	9
1	17
0	7
0	16
0	0
0	16
0	19
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	2
0	3
0	3
0	0
1	15
0	0
0	0
0	0
0	0
0	0
2	0
0	1
0	1
0	2
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	59
0	12
0	41
0	50
0	0
0	0
282	6640
26	5521
6	3035
0	3726
1	2555
0	5451
0	15
0	59
0	61
0	50
0	42
0	52
0	1
0	1
0	1
0	0
0	0
0	0
63	99
7	114
0	387
0	310
19	49
46	229
1	8
8	179
0	117
106	92
6	60
0	117
0	1
0	1
0	1
0	0
0	1
0	21
0	65
1	68
0	53
0	48
0	58
